,Compound,Date,Negative,Neutral,Positive,Source Account,Tweet Text,Tweets Ago
28,-0.25,Thu Jun 14 21:52:05 +0000 2018,0.889,0.111,0.0,@CNN,This is not the first time Trump unwittingly starred in foreign propaganda https://t.co/0pwZRqJGfC | Analysis by Z.… https://t.co/hhRf6nwQvO,29
29,0.0,Thu Jun 14 21:50:36 +0000 2018,1.0,0.0,0.0,@CNN,"FBI Director Christopher Wray said the FBI will ""hold employees accountable for any potential misconduct"" in respon… https://t.co/GKS0braNhZ",30
30,-0.4678,Thu Jun 14 21:46:29 +0000 2018,0.845,0.155,0.0,@CNN,"RT @CNNSitRoom: The IG is right to condemn the ""astonishingly bad judgment"" by a few of the FBI employees, but the report is an ""exoneratio…",31
31,-0.4215,Thu Jun 14 21:45:08 +0000 2018,0.797,0.203,0.0,@CNN,Rallies protesting immigrant family separations will take place across US https://t.co/Gqj2wiCcl2 https://t.co/WnREMfxxyb,32
32,-0.1027,Thu Jun 14 21:44:53 +0000 2018,0.931,0.069,0.0,@CNN,FBI Director Christopher Wray says the inspector general report “did not find any evidence of political bias or imp… https://t.co/8rdUKwLf0S,33
33,0.0,Thu Jun 14 21:39:34 +0000 2018,1.0,0.0,0.0,@CNN,"RT @CNNSitRoom: “Returning a salute is not the same as saluting someone, you always return a salute given to you,” Rep. Issa says about Tru…",34
34,-0.7964,Thu Jun 14 21:38:04 +0000 2018,0.664,0.336,0.0,@CNN,"She often harbored suicidal thoughts. Now, this teen is using technology to fight them. https://t.co/jWlnuCmSf2 https://t.co/AxQSbStZG2",35
35,0.5267,Thu Jun 14 21:35:37 +0000 2018,0.833,0.0,0.167,@CNN,RT @CNNMoney: JUST IN: The Justice Department will not seek a stay in the AT&amp;T-Time Warner case https://t.co/BZgqsQho1m https://t.co/f42IL9…,36
36,0.0,Thu Jun 14 21:35:19 +0000 2018,1.0,0.0,0.0,@CNN,The FBI holds a news conference on the DOJ watchdog's report on the Hillary Clinton email probe. Watch CNN:… https://t.co/irhwASCYFN,37
37,0.296,Thu Jun 14 21:31:06 +0000 2018,0.845,0.0,0.155,@CNN,Elon Musk spends his own money to buy Tesla shares — again https://t.co/eljpaxoOIM https://t.co/RN9MNxhe6I,38
38,0.5267,Thu Jun 14 21:27:49 +0000 2018,0.815,0.0,0.185,@CNN,"White House press secretary Sarah Sanders said a newly released Justice Department watchdog report ""reaffirmed the… https://t.co/ZWHKDVeffn",39
39,-0.4939,Thu Jun 14 21:21:29 +0000 2018,0.686,0.209,0.105,@CNN,"RT @TheLeadCNN: The people who were mad about then-President Obama saluting with a coffee cup in his hand would “100% be mad about this, if…",40
40,-0.3744,Thu Jun 14 21:21:08 +0000 2018,0.891,0.109,0.0,@CNN,"For a 100 million Egyptians the wait is over — and so is the tension over whether the country's most famous star, M… https://t.co/HWNqG1yWmt",41
41,0.6597,Thu Jun 14 21:21:01 +0000 2018,0.803,0.0,0.197,@CNN,RT @TheLeadCNN: Comey erred in his decision not to coordinate with his superiors at the Justice Department at key moments in the Clinton em…,42
42,0.1027,Thu Jun 14 21:19:04 +0000 2018,0.928,0.0,0.072,@CNN,"Seth Rogen and Evan Goldberg, who directed the 2014 movie ""The Interview,"" have admitted that they experienced a se… https://t.co/USjtlASVyi",43
43,0.0,Thu Jun 14 21:17:30 +0000 2018,1.0,0.0,0.0,@CNN,"James Comey used a personal Gmail account for official government business while FBI director, after leading the in… https://t.co/LINvyFL3cB",44
44,0.0,Thu Jun 14 21:16:09 +0000 2018,1.0,0.0,0.0,@CNN,These are Swiss Institute director Simon Castets' picks for what to see outside the Art Basel fair… https://t.co/0GcLnZZOQN,45
45,0.0,Thu Jun 14 21:11:05 +0000 2018,1.0,0.0,0.0,@CNN,Volvo is the latest automaker to bet on this whiz kid's startup https://t.co/ob7wv511Rp https://t.co/87r75LSYtY,46
46,-0.4939,Thu Jun 14 21:06:03 +0000 2018,0.758,0.242,0.0,@CNN,Stolen Christopher Columbus letter to be returned to Vatican https://t.co/2Qr1sGz2QO https://t.co/hQp2gDWJ4i,47
47,0.1027,Thu Jun 14 21:01:05 +0000 2018,0.928,0.0,0.072,@CNN,"Seth Rogen and Evan Goldberg, who directed the 2014 movie ""The Interview, have admitted that they experienced a sen… https://t.co/DYibbo4CEb",48
48,-0.3182,Thu Jun 14 20:56:48 +0000 2018,0.777,0.223,0.0,@CNN,This California ghost town is for sale https://t.co/uuhzbWCzZT https://t.co/RwxR1OZrGa,49
49,0.0,Thu Jun 14 20:51:05 +0000 2018,1.0,0.0,0.0,@CNN,American Express launches new cash back card https://t.co/vcHdD44kFd https://t.co/TKmizNlRrx,50
50,0.0,Thu Jun 14 20:47:18 +0000 2018,1.0,0.0,0.0,@CNN,"Today is #FlagDay. As the national debate on flag conduct continues, here's a refresher on the US Flag Code… https://t.co/6D1NIsR9tQ",51
51,0.0,Thu Jun 14 20:41:07 +0000 2018,1.0,0.0,0.0,@CNN,Russian President Vladimir Putin met with a senior North Korean official in Moscow and invited North Korean leader… https://t.co/kQh7DqGSAP,52
52,0.0,Thu Jun 14 20:35:04 +0000 2018,1.0,0.0,0.0,@CNN,From a roar to a whirr — MotoGP goes electric https://t.co/EMzCSyLPKg https://t.co/1xg3wu81GC,53
53,0.5267,Thu Jun 14 20:32:28 +0000 2018,0.848,0.0,0.152,@CNN,RT @TheLeadCNN: The Justice Department's internal watchdog found that former FBI Director James Comey's actions in the Hillary Clinton emai…,54
54,-0.1779,Thu Jun 14 20:28:07 +0000 2018,0.513,0.274,0.214,@CNN,Americans are spending like mad again https://t.co/xpTW66twUm https://t.co/wqBqEOhi8J,55
55,0.3612,Thu Jun 14 20:27:58 +0000 2018,0.872,0.0,0.128,@CNN,"White House press secretary Sarah Sanders said President Donald Trump was using ""common courtesy"" when he returned… https://t.co/5lRKRljctZ",56
56,-0.1027,Thu Jun 14 20:21:03 +0000 2018,0.903,0.097,0.0,@CNN,Russian lawmaker warns women against sex with foreigners during the World Cup https://t.co/S0e3DcebaL https://t.co/wfQGp8ujxR,57
57,0.0,Thu Jun 14 20:15:47 +0000 2018,1.0,0.0,0.0,@CNN,"CNN's Jim Acosta asks about family separations at the border: ""Why is the government doing this?""

White House pres… https://t.co/fFCHQGCE4p",58
58,0.0,Thu Jun 14 20:14:04 +0000 2018,1.0,0.0,0.0,@CNN,Apple is starting a music publishing business https://t.co/g2mQYAqL74 https://t.co/eSuGXFqVgL,59
59,-0.6486,Thu Jun 14 20:07:03 +0000 2018,0.694,0.306,0.0,@CNN,Vice President Mike Pence's shameless suck up to the boss https://t.co/hRuNAu3MyN (via @CNNOpinion) https://t.co/C7cI5QoDX7,60
60,-0.7964,Thu Jun 14 20:02:51 +0000 2018,0.738,0.262,0.0,@CNN,"AG Jeff Sessions on immigration policy: Illegal entry into the US is a crime; ""I would cite you to the apostle Paul… https://t.co/yi5p2xtT9x",61
61,-0.34,Thu Jun 14 20:00:19 +0000 2018,0.87,0.13,0.0,@CNN,"RNC chair tries to clarify tweet saying those opposed to Trump agenda are ""making a mistake"" https://t.co/ZiRTjsoMar https://t.co/VBexBkkE93",62
62,-0.5423,Thu Jun 14 19:53:03 +0000 2018,0.837,0.163,0.0,@CNN,What President Trump said about the media is bad. What Republican Rep. Mo Brooks said is even worse.… https://t.co/F4l46nRljH,63
63,0.0,Thu Jun 14 19:46:04 +0000 2018,1.0,0.0,0.0,@CNN,"Why in the movies, home is the scariest place to be https://t.co/x8J4mGMshY https://t.co/8VyrCjMe9t",64
64,0.0,Thu Jun 14 19:39:03 +0000 2018,1.0,0.0,0.0,@CNN,A building in London just sold for $100 million — per floor https://t.co/Zvl831oWVc https://t.co/5mXCAUy4Xo,65
65,0.0,Thu Jun 14 19:35:49 +0000 2018,1.0,0.0,0.0,@CNN,"""Come on Sarah, you're a parent. Don't you have any empathy for what these people are going through?"" CNN political… https://t.co/gGPhXt3TXB",66
66,-0.5267,Thu Jun 14 19:32:04 +0000 2018,0.793,0.207,0.0,@CNN,Trump's pick for South Korea ambassador says North Korea remains a nuclear threat https://t.co/L15zoBSnlT https://t.co/YQDimT5rHq,67
67,-0.7003,Thu Jun 14 19:31:24 +0000 2018,0.756,0.244,0.0,@CNN,White House press secretary Sarah Sanders says President Trump “hasn’t ignored the bad things that have been done b… https://t.co/khfUsNb6dQ,68
68,-0.3612,Thu Jun 14 19:27:52 +0000 2018,0.884,0.116,0.0,@CNN,RT @CNNPolitics: White House press secretary Sarah Sanders on the recently released IG report: “It reaffirmed the President’s suspicions ab…,69
69,-0.5023,Thu Jun 14 19:27:06 +0000 2018,0.787,0.213,0.0,@CNN,"More black women are running startups, but their funding still lags https://t.co/4KmFYxNdx4 https://t.co/sDMRtKUE4s",70
70,0.128,Thu Jun 14 19:23:07 +0000 2018,0.671,0.148,0.181,@CNN,Argentina's lower house of Congress approves bill liberalizing abortion laws https://t.co/j2ekA0eYML https://t.co/9wN3BzY9nJ,71
71,-0.4767,Thu Jun 14 19:22:59 +0000 2018,0.86,0.14,0.0,@CNN,"""Nothing in the inspector general's report makes me think we did the wrong thing."" Former FBI Director James Comey… https://t.co/djJJcINGyh",72
72,-0.5267,Thu Jun 14 19:22:04 +0000 2018,0.793,0.207,0.0,@CNN,"Gangs in El Salvador are using women's bodies for ""revenge and control"" https://t.co/dconbQbrtj https://t.co/wtBEqzEvcw",73
73,0.0,Thu Jun 14 19:18:25 +0000 2018,1.0,0.0,0.0,@CNN,The White House is holding a press briefing. Watch CNN: https://t.co/UYpqI3w42L https://t.co/S8RNKEm9ID,74
74,0.0772,Thu Jun 14 19:17:09 +0000 2018,0.743,0.12,0.137,@CNN,"Kentucky is suing Walgreens, claiming the pharmacy played a role in the state's opioid crisis… https://t.co/9cAY4bDl5q",75
75,0.0,Thu Jun 14 19:17:06 +0000 2018,1.0,0.0,0.0,@CNN,What was President Trump thinking when he saluted a North Korean general? | Analysis by @CillizzaCNN… https://t.co/JbiBUZYHzi,76
76,0.0,Thu Jun 14 19:12:08 +0000 2018,1.0,0.0,0.0,@CNN,Attorney General Jeff Sessions takes responsibility for keeping Deputy Attorney General Rod Rosenstein in charge of… https://t.co/XSWuRL8LxV,77
77,0.2486,Thu Jun 14 19:07:46 +0000 2018,0.756,0.101,0.143,@CNN,"""It's not a good day for the FBI."" -Jeffrey Toobin reacts to the Justice Department inspector general report on the… https://t.co/inv3snjCXM",78
78,0.0,Thu Jun 14 19:07:07 +0000 2018,1.0,0.0,0.0,@CNN,English pop star Robbie Williams and former Brazil striker Ronaldo kick off World Cup 2018 https://t.co/YQxU5y55Lt https://t.co/GBcIOKJlb4,79
79,-0.4939,Thu Jun 14 19:02:04 +0000 2018,0.714,0.286,0.0,@CNN,Nintendo's disappointing E3 announcements send stock plunging https://t.co/jIB8vRxXjN https://t.co/w59g88X60i,80
80,0.2023,Thu Jun 14 19:01:17 +0000 2018,0.917,0.0,0.083,@CNN,RT @cnnbrk: A highly anticipated report on top federal officials' handling of the Clinton email investigation has been made public. CNN is…,81
81,0.0,Thu Jun 14 18:57:03 +0000 2018,1.0,0.0,0.0,@CNN,Is the World Cup toxic for advertisers? https://t.co/stWOoHz5Y9 https://t.co/jbLRuLQUau,82
82,0.0,Thu Jun 14 18:54:05 +0000 2018,1.0,0.0,0.0,@CNN,"Following the hallmark year of 1776, the US got its first official flag. Here's a look back at the origins of… https://t.co/5XbFU9a1FO",83
83,0.0,Thu Jun 14 18:52:03 +0000 2018,1.0,0.0,0.0,@CNN,"The founder of Destiny Pictures, an independent production company in Hollywood, says that neither he nor his compa… https://t.co/PlNlnVi3mn",84
84,0.0,Thu Jun 14 18:47:06 +0000 2018,1.0,0.0,0.0,@CNN,"As the national debate on flag conduct continues, here's a refresher on the US Flag Code https://t.co/mpLRvpU6tQ https://t.co/Jk8jdzIJGC",85
85,0.0,Thu Jun 14 18:43:06 +0000 2018,1.0,0.0,0.0,@CNN,How 7 words in the 500-page inspector general report will give Donald Trump all the 'deep state' ammo he wanted | A… https://t.co/k4qD05FA1B,86
86,0.5267,Thu Jun 14 18:40:54 +0000 2018,0.764,0.0,0.236,@CNN,READ: The Justice Department inspector general report on Clinton's email https://t.co/D50LSqCX95 https://t.co/YPyICzRmIC,87
87,-0.4019,Thu Jun 14 18:37:02 +0000 2018,0.881,0.119,0.0,@CNN,UK-based gay rights activist Peter Tatchell was briefly detained by police in Moscow on the opening day of the Worl… https://t.co/C4qcXfSHT6,88
88,0.0,Thu Jun 14 18:32:08 +0000 2018,1.0,0.0,0.0,@CNN,President Donald Trump turns 72 https://t.co/CRxcakUHvy https://t.co/LIMbaYfwfP,89
89,-0.2263,Thu Jun 14 18:28:30 +0000 2018,0.569,0.261,0.171,@CNN,Supreme Court strikes down Minnesota law that banned political apparel at a polling place https://t.co/CJbo2kKVe7 https://t.co/4v2NpIVDX1,90
90,0.0,Thu Jun 14 18:22:06 +0000 2018,1.0,0.0,0.0,@CNN,Need a student loan? These are your options: https://t.co/w7sEQvCTgr https://t.co/DUUw0oDm72,91
91,0.0,Thu Jun 14 18:15:00 +0000 2018,1.0,0.0,0.0,@CNN,Sef Scott has autism and is usually nonverbal. But he stood before his high school classmates to deliver a powerful… https://t.co/dj5SYGZvMo,92
92,-0.4585,Thu Jun 14 18:08:05 +0000 2018,0.769,0.231,0.0,@CNN,Republicans aren't happy about new texts between 2 FBI officials https://t.co/cuV8LHnHAy https://t.co/dZUBfEvEhx,93
93,-0.25,Thu Jun 14 18:01:03 +0000 2018,0.526,0.237,0.237,@CNN,"Back from the brink of suicide, they want to save others https://t.co/8xjxLdhJCU https://t.co/xu1QSZd72p",94
94,0.0,Thu Jun 14 17:55:27 +0000 2018,1.0,0.0,0.0,@CNN,NY Attorney General on Trump’s tweet slamming the case against him: “This is not either a sleazy or political actio… https://t.co/vEZxYyX2G7,95
95,-0.5095,Thu Jun 14 17:50:06 +0000 2018,0.581,0.278,0.141,@CNN,"GOP congressman says he is ""alarmed, angered, and deeply disappointed"" by the Justice Department's Inspector Genera… https://t.co/2AfqDG5A88",96
96,0.0,Thu Jun 14 17:45:04 +0000 2018,1.0,0.0,0.0,@CNN,"We're in Fort Wayne, Indiana, where Attorney General Jeff Sessions is discussing the Trump administration's immigra… https://t.co/rh4ZJymRpH",97
97,0.5859,Thu Jun 14 17:40:09 +0000 2018,0.759,0.0,0.241,@CNN,Russia opens World Cup 2018 with thumping win over Saudi Arabia https://t.co/ygjPbF16L4 https://t.co/ZfSM1Uts0g,98
98,0.0,Thu Jun 14 17:33:03 +0000 2018,1.0,0.0,0.0,@CNN,FBI Director Christopher Wray is expected to respond to findings in the Inspector General's report on the FBI's han… https://t.co/WvJwANhdiY,99
99,0.1531,Thu Jun 14 17:26:10 +0000 2018,0.918,0.0,0.082,@CNN,"Britain's Queen Elizabeth II and Meghan, Duchess of Sussex, attended a day of public engagements together. It was t… https://t.co/BLPAY8xKPx",100
0,-0.296,Thu Jun 14 23:34:46 +0000 2018,0.901,0.099,0.0,@CBSNews,Florida man accused of shooting his pregnant wife in the head and attempting to dismember the body. Her remains wer… https://t.co/IDzGKAW24O,1
1,-0.4404,Thu Jun 14 23:14:43 +0000 2018,0.873,0.127,0.0,@CBSNews,H&amp;R Block stock plunges for the second day in a row following announcement that the company will close 400 stores i… https://t.co/M4bzVXCS9Y,2
2,0.211,Thu Jun 14 22:54:34 +0000 2018,0.84,0.059,0.101,@CBSNews,Press Secretary Sarah Sanders doesn't deny CBS report she plans to leave White House during Thursday's press briefi… https://t.co/EywbAAS2Ko,3
3,0.0,Thu Jun 14 22:34:34 +0000 2018,1.0,0.0,0.0,@CBSNews,"""Don't do it alone"": Michelle Obama tells first-generation college-bound students they are ""going to be fine,"" beca… https://t.co/OcRFOyPQT3",4
4,0.0,Thu Jun 14 22:19:01 +0000 2018,1.0,0.0,0.0,@CBSNews,"Reporter: ""When you read this report, if you could sum up your reaction from having read it in one word, what is th… https://t.co/tCdbEAIIGF",5
5,-0.2023,Thu Jun 14 22:09:51 +0000 2018,0.727,0.155,0.118,@CBSNews,"""We're going to make painfully clear to everybody that we won't tolerate noncompliance"": FBI Director Wray addresse… https://t.co/nNIHd83T20",6
6,0.7845,Thu Jun 14 22:07:27 +0000 2018,0.706,0.0,0.294,@CBSNews,"""I'm a huge believer in the importance of process, of doing this job by the book in every respect and I expect all… https://t.co/z092U6w9CY",7
7,0.3818,Thu Jun 14 21:59:27 +0000 2018,0.885,0.0,0.115,@CBSNews,"""Nothing in this report impugns the integrity of our workforce as a whole or the FBI as an institution"": FBI Direct… https://t.co/SXaRrBA6z7",8
8,0.0,Thu Jun 14 21:56:30 +0000 2018,1.0,0.0,0.0,@CBSNews,"FBI Director Wray notes a departmental effort to review ""how the FBI handles sensitive investigations,"" including h… https://t.co/0Mm9wzffdq",9
9,0.1548,Thu Jun 14 21:51:11 +0000 2018,0.797,0.088,0.115,@CBSNews,"""I take this report very seriously and we accept its findings and recommendations"": FBI Director Wray responds to t… https://t.co/k9c7mkTHFz",10
10,0.5267,Thu Jun 14 21:39:52 +0000 2018,0.848,0.0,0.152,@CBSNews,A Justice Department report looking at the FBI and DOJ handling of the Clinton email investigation is expected to b… https://t.co/DjPDCt9pIJ,11
11,0.0,Thu Jun 14 21:36:50 +0000 2018,1.0,0.0,0.0,@CBSNews,"""An investigation into the investigation of the investigation"": Congressman Jerry Nadler calls Republican responses… https://t.co/BPMCsNZ7Pf",12
12,-0.296,Thu Jun 14 21:33:19 +0000 2018,0.891,0.109,0.0,@CBSNews,"""We were right to be worried about the double standard"": Congressman Jerry Nadler reacts to the Inspector General's… https://t.co/6hdIyWxRxU",13
13,-0.2263,Thu Jun 14 21:22:41 +0000 2018,0.909,0.091,0.0,@CBSNews,"""The report does not answer how he got those leaks and Democrats are demanding answers"": Minority Leader Pelosi add… https://t.co/eas3IgDkB6",14
14,0.0629,Thu Jun 14 21:15:21 +0000 2018,0.878,0.055,0.067,@CBSNews,"""Law enforcement must not only avoid actual bias, but also the appearance of bias"": Sen. Feinstein read from the In… https://t.co/p3EnNiPOYu",15
15,-0.5267,Thu Jun 14 21:02:16 +0000 2018,0.833,0.167,0.0,@CBSNews,"""James Comey violated DOJ policies on three occasions,"" Sen. Feinstein said in response to the Inspector General's… https://t.co/HUXYOVePnE",16
16,-0.34,Thu Jun 14 21:01:26 +0000 2018,0.755,0.147,0.097,@CBSNews,A group of women in Flint is stepping up to help residents in the midst of the Michigan city's water crisis -- dona… https://t.co/RGsELJ9Wcc,17
17,0.4019,Thu Jun 14 20:58:51 +0000 2018,0.876,0.0,0.124,@CBSNews,"""Nothing in this report lays a glove on special counsel Mueller or the ongoing Russia probe,"" Sen. Schumer said wit… https://t.co/YzOUqOXowg",18
18,0.4588,Thu Jun 14 20:48:13 +0000 2018,0.857,0.0,0.143,@CBSNews,"""Director Comey's mishandling of the publicity around the Clinton e-mail campaign all accrued to the benefit of the… https://t.co/G8aoVFOaUq",19
19,0.1531,Thu Jun 14 20:44:47 +0000 2018,0.8,0.088,0.112,@CBSNews,"""Anyone who is hoping to use this report to undermine the Mueller probe or prove the existence of a deep state cons… https://t.co/UyJSYo6uvr",20
20,-0.4767,Thu Jun 14 20:44:35 +0000 2018,0.838,0.162,0.0,@CBSNews,"President Trump has suspended training exercises in South Korea while negotiating denuclearization to the North, cl… https://t.co/NJoH96z1NK",21
21,0.0,Thu Jun 14 20:30:13 +0000 2018,1.0,0.0,0.0,@CBSNews,"Working with methods a little more elaborate than a plastic bucket and shovel, this New Hampshire town puts on a to… https://t.co/9dpLHnAXBr",22
22,0.4215,Thu Jun 14 20:14:54 +0000 2018,0.872,0.0,0.128,@CBSNews,President Trump approved the release of $6.6 million in funds for Syria stabilization programs. The fate of an addi… https://t.co/wVqbCKrcMR,23
23,0.0,Thu Jun 14 19:59:40 +0000 2018,1.0,0.0,0.0,@CBSNews,"Today is President Trump's 72nd birthday. From Apprentice to President, here are 32 photos of Mr. Trump through the… https://t.co/ZgfSh6VRgx",24
24,0.802,Thu Jun 14 19:43:18 +0000 2018,0.745,0.0,0.255,@CBSNews,.@PressSec: I show up here every day. I love my job. I'm glad to work for the president. And each and every day I'l… https://t.co/QSTkhcQ4pY,25
25,0.0,Thu Jun 14 19:41:39 +0000 2018,1.0,0.0,0.0,@CBSNews,".@PressSec: I think CBS got a little ahead of their skis, particularly since they put out a story about my thinking… https://t.co/Z1PRJlpQkC",26
26,-0.1027,Thu Jun 14 19:32:57 +0000 2018,0.935,0.065,0.0,@CBSNews,Reporter: Did the president or anyone else use funds from the Trump Foundation to pay for personal business or camp… https://t.co/7lTrDiXNX4,27
27,0.0,Thu Jun 14 19:31:26 +0000 2018,1.0,0.0,0.0,@CBSNews,"“Don’t you have any empathy? Come on, Sarah, you’re a parent. Don't you have any empathy for what these people are… https://t.co/s0lS49VstX",28
28,0.6369,Thu Jun 14 19:27:12 +0000 2018,0.811,0.0,0.189,@CBSNews,.@PressSec: I am not today or tomorrow or at any point going to comment on Rudy Giuliani’s love life.… https://t.co/qpksyC8yVB,29
29,0.6369,Thu Jun 14 19:26:17 +0000 2018,0.819,0.0,0.181,@CBSNews,Reporter: Rudy Giuliani spent 20 minutes talking with one of our reporters about his love life...Has this become to… https://t.co/MS0jGFaRdr,30
30,-0.3612,Thu Jun 14 19:22:17 +0000 2018,0.878,0.122,0.0,@CBSNews,"""The president was briefed on the IG report earlier today. 
And it reaffirmed the president's suspicions about Come… https://t.co/LM5lNYyp91",31
31,0.0,Thu Jun 14 19:20:25 +0000 2018,1.0,0.0,0.0,@CBSNews,WATCH: White House holds press briefing after long-awaited DOJ Inspector General report is released… https://t.co/RxUvn7MNQV,32
32,0.34,Thu Jun 14 19:20:12 +0000 2018,0.906,0.0,0.094,@CBSNews,"Excited for the World Cup to start? So is the Empire State Building. Last night, it lit up with the colors of every… https://t.co/tMtGknSNRY",33
33,-0.4023,Thu Jun 14 19:00:22 +0000 2018,0.838,0.162,0.0,@CBSNews,"Speaker Paul Ryan says he's not comfortable with separating families at U.S. border
https://t.co/rdzwEnTdr2 https://t.co/rkTrVDrQDo",34
34,0.6369,Thu Jun 14 18:40:36 +0000 2018,0.84,0.0,0.16,@CBSNews,"WATCH: Little girl hears her mom’s voice for the first time and the first thing she says is, “I love you.” ❤️… https://t.co/a0OepXgPKS",35
35,0.0,Thu Jun 14 18:19:54 +0000 2018,1.0,0.0,0.0,@CBSNews,"Einstein was an advocate of civil rights in the U.S., but his travel diaries from his time in Asia and the Middle E… https://t.co/2XFX2pP68K",36
36,0.0,Thu Jun 14 18:17:58 +0000 2018,1.0,0.0,0.0,@CBSNews,"""Based on early reviews of this -- this investigation, while thorough, appears to fall short of proving the preside… https://t.co/9HYCGFS2Sp",37
37,0.5267,Thu Jun 14 18:16:36 +0000 2018,0.841,0.0,0.159,@CBSNews,The long-awaited DOJ Inspector General report on the handling of the Clinton email investigation by the Justice Dep… https://t.co/9oLib8xvib,38
38,-0.4404,Thu Jun 14 17:59:35 +0000 2018,0.854,0.146,0.0,@CBSNews,"Target's attempt at a ""playful"" Father's Day card depicting a black couple prompted criticism on social media and w… https://t.co/7EkLGAyuui",39
39,0.3182,Thu Jun 14 17:43:49 +0000 2018,0.887,0.0,0.113,@CBSNews,VIDEO TO FAWN OVER: Man rescues baby deer on the verge of drowning in his swimming pool https://t.co/UvLPTLGfcd https://t.co/fGgEuLAb4z,40
40,0.0,Thu Jun 14 17:39:51 +0000 2018,1.0,0.0,0.0,@CBSNews,"""We needed to correct the record"": a study on the Mediterranean diet was retracted after an obscure report drew foc… https://t.co/fQ29IfvCpL",41
41,0.5267,Thu Jun 14 17:19:46 +0000 2018,0.841,0.0,0.159,@CBSNews,The long-awaited DOJ Inspector General report on the handling of the Clinton email investigation by the Justice Dep… https://t.co/tUcLqJAjf6,42
42,0.2732,Thu Jun 14 17:00:02 +0000 2018,0.736,0.108,0.156,@CBSNews,Supreme Court strikes down Minnesota's voter clothing law that barred voters in the state from wearing a wide range… https://t.co/UiK1A8FCHS,43
43,0.0,Thu Jun 14 16:39:54 +0000 2018,1.0,0.0,0.0,@CBSNews,A New York Attorney General aiming for the dissolution and penalization of the Trump Foundation said Thursday the c… https://t.co/bzL2ooMWjD,44
44,-0.5267,Thu Jun 14 16:29:37 +0000 2018,0.747,0.253,0.0,@CBSNews,"Man accused of making biological weapon ricin in Germany, preparing ""serious"" act of violence… https://t.co/GNvFsI753T",45
45,0.0,Thu Jun 14 16:16:02 +0000 2018,1.0,0.0,0.0,@CBSNews,After one Texas man saw the news that more than 50 undocumented immigrants found in the back of a semi-truck were l… https://t.co/cNG9axNsIv,46
46,0.0,Thu Jun 14 15:59:46 +0000 2018,1.0,0.0,0.0,@CBSNews,"San Francisco elects first African-American woman mayor, London Breed https://t.co/XKVfc9bEQD https://t.co/EonA92USPq",47
47,-0.5859,Thu Jun 14 15:52:06 +0000 2018,0.806,0.194,0.0,@CBSNews,Three fire trucks and two ambulances have arrived on the White House grounds.  D.C. Fire and EMS say there was a me… https://t.co/grexlYjLcP,48
48,-0.34,Thu Jun 14 15:44:54 +0000 2018,0.888,0.112,0.0,@CBSNews,"A man dubbed ""Jogger Joe"" was seen on video throwing a homeless man's belongings away; now an arrest has been made… https://t.co/Q90XY6YKzJ",49
49,0.5106,Thu Jun 14 15:29:50 +0000 2018,0.845,0.0,0.155,@CBSNews,"What Fox would bring to Disney or Comcast?

Comcast's $65 billion cash bid Wednesday tops Disney's all-stock offer,… https://t.co/Qdbjp1AY6m",50
50,-0.2263,Thu Jun 14 15:19:58 +0000 2018,0.894,0.106,0.0,@CBSNews,"NEW: New York Attorney General announces lawsuit against Trump Foundation, alleging ""a pattern of persistent illega… https://t.co/iZf4325Sm4",51
