,Compound,Date,Negative,Neutral,Positive,Source Account,Tweet Text,Tweets Ago
73,0.5267,Thu Jun 14 18:20:29 +0000 2018,0.833,0.0,0.167,@FoxNews,BREAKING NEWS: Justice Dept. inspector general releases report on FBI's handling of Hillary Clinton email case; Com… https://t.co/ABRglzJPzs,74
74,0.5267,Thu Jun 14 18:20:25 +0000 2018,0.833,0.0,0.167,@FoxNews,BREAKING NEWS: Justice Dept. inspector general releases report on FBI's handling of Hillary Clinton email case; Com… https://t.co/NihQXjV0D0,75
75,0.5267,Thu Jun 14 18:10:19 +0000 2018,0.833,0.0,0.167,@FoxNews,Breaking News: Justice Dept. IG report released on FBI's handling of Clinton email case; Comey found 'insubordinate' https://t.co/apipmUg5GK,76
76,0.0,Thu Jun 14 17:58:49 +0000 2018,1.0,0.0,0.0,@FoxNews,Oklahoma fishermen catch 'behemoth' alligator snapping turtle https://t.co/54dtL7NV7I,77
77,0.5719,Thu Jun 14 17:49:46 +0000 2018,0.684,0.0,0.316,@FoxNews,"Moments ago, President @realDonaldTrump wished everyone a Happy #FlagDay. https://t.co/O3sf2yLC8G",78
78,0.0,Thu Jun 14 17:47:22 +0000 2018,1.0,0.0,0.0,@FoxNews,Rudy Giuliani on expected DOJ IG report. https://t.co/sXnUsBr8aU,79
79,0.0,Thu Jun 14 17:37:25 +0000 2018,1.0,0.0,0.0,@FoxNews,".@GOPLeader: ""We just hit the one-millionth new job with the tax bill going through."" #OutnumberedOT https://t.co/GsCFWEgMiE",80
80,0.0772,Thu Jun 14 17:26:50 +0000 2018,0.843,0.0,0.157,@FoxNews,".@SenJohnKennedy: ""I just want the facts."" #OutnumberedOT https://t.co/a7s2od1DWL",81
81,0.1695,Thu Jun 14 17:12:50 +0000 2018,0.878,0.0,0.122,@FoxNews,President @realDonaldTrump says he will not settle a lawsuit announced by NY AG. https://t.co/0HHCuDpRNh,82
82,0.3818,Thu Jun 14 17:03:21 +0000 2018,0.795,0.0,0.205,@FoxNews,News Alert: Rosenstein at the @WhiteHouse as we await the release of DOJ IG report. https://t.co/7dUfnaHnJe,83
83,-0.296,Thu Jun 14 16:59:05 +0000 2018,0.855,0.145,0.0,@FoxNews,"FBI agent Strzok texted 'we'll stop' Trump from becoming president, IG report reveals
https://t.co/HG6WYqUm8a",84
84,0.5719,Thu Jun 14 16:55:19 +0000 2018,0.73,0.0,0.27,@FoxNews,"Moments ago, President @realDonaldTrump wished the @USArmy a happy birthday. https://t.co/T2KuIGpGLu https://t.co/x5ZFdx9xuX",85
85,0.0,Thu Jun 14 16:48:26 +0000 2018,1.0,0.0,0.0,@FoxNews,"Trump blasts Russia allegations as 'pile of garbage' - via @brookefoxnews 
https://t.co/rU7fFa37KL",86
86,-0.6705,Thu Jun 14 16:45:48 +0000 2018,0.744,0.256,0.0,@FoxNews,New York AG files lawsuit against Trump Foundation for alleged 'illegal conduct;' Trump says he 'won't settle' https://t.co/4K1XYW21HJ,87
87,-0.5719,Thu Jun 14 16:42:37 +0000 2018,0.748,0.252,0.0,@FoxNews,"Las Vegas footage shows chaos among officers, public as shooting unfolds
https://t.co/w8hBjQm4gP",88
88,-0.4298,Thu Jun 14 16:36:27 +0000 2018,0.841,0.159,0.0,@FoxNews,".@JulieBanderas: ""It seems under this president it seems @TheDemocrats aren't so interested in immigration reform,… https://t.co/1A16V9r3wN",89
89,0.3818,Thu Jun 14 16:24:26 +0000 2018,0.86,0.0,0.14,@FoxNews,".@LizMacDonaldFOX: ""If a Republican president was doing this, we wouldn't be talking about the integrity of institu… https://t.co/foQj6DB1Iq",90
90,0.0516,Thu Jun 14 16:15:34 +0000 2018,0.565,0.21,0.226,@FoxNews,".@LisaMarieBoothe: ""We know @POTUS likes to fight back."" https://t.co/jQNukYhMdu",91
91,0.0,Thu Jun 14 16:12:50 +0000 2018,1.0,0.0,0.0,@FoxNews,"'Foreign actors' accessed @HillaryClinton emails, documents show https://t.co/rSYMX6QiDV",92
92,-0.6705,Thu Jun 14 16:05:05 +0000 2018,0.756,0.244,0.0,@FoxNews,New York AG files lawsuit against Trump Foundation for alleged 'illegal conduct;' Trump says he 'won't settle' - vi… https://t.co/5gwHEch1Ba,93
93,0.8718,Thu Jun 14 16:00:00 +0000 2018,0.618,0.0,0.382,@FoxNews,Happy 243rd Birthday to the @USArmy! Thank you to all our brave soldiers for your service and sacrifice.… https://t.co/MiQ3C4w9z1,94
94,0.0,Thu Jun 14 15:59:45 +0000 2018,1.0,0.0,0.0,@FoxNews,Teen with autism delivers moving graduation speech https://t.co/51lLfb02Kr,95
95,-0.1027,Thu Jun 14 15:48:51 +0000 2018,0.638,0.191,0.17,@FoxNews,Man praised for delivering pizza to dozens of illegal immigrants discovered in truck https://t.co/0oqTHH6ped,96
96,0.5267,Thu Jun 14 15:42:27 +0000 2018,0.746,0.0,0.254,@FoxNews,"RT @FoxBusiness: US retail sales post biggest gain in 6 months
https://t.co/5ptnJPWPoV",97
97,-0.34,Thu Jun 14 15:27:20 +0000 2018,0.882,0.118,0.0,@FoxNews,"Wisconsin man makes break for McDonald’s before arrest, refuses to put on handcuffs 'until he ate his McDonald's' https://t.co/GhQVAiyZ33",98
98,0.6114,Thu Jun 14 15:07:26 +0000 2018,0.667,0.0,0.333,@FoxNews,#ProudAmerican: Celebrating #FlagDay on the Fox News plaza! https://t.co/CHATtjX0KW,99
99,0.0,Thu Jun 14 15:02:37 +0000 2018,1.0,0.0,0.0,@FoxNews,BREAKING NEWS: @NewYorkStateAG sues Trump Foundation. https://t.co/uhbZ86QnPN,100
0,-0.6486,Thu Jun 14 23:47:04 +0000 2018,0.762,0.238,0.0,@nytimes,"An Oakland jogger, who was filmed throwing away a homeless man's belongings, was charged with a felony count of sec… https://t.co/WJjGVNmZRs",1
1,0.0,Thu Jun 14 23:32:00 +0000 2018,1.0,0.0,0.0,@nytimes,Here's the 2018 election calendar https://t.co/3sjhX76teP,2
2,0.4588,Thu Jun 14 23:17:06 +0000 2018,0.852,0.0,0.148,@nytimes,"RT @nytopinion: If you want to help sway the Trump administration to do the right thing for families coming across the border, here are som…",3
3,0.0,Thu Jun 14 23:02:07 +0000 2018,1.0,0.0,0.0,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/uIEwWKsrso,4
4,0.0,Thu Jun 14 22:47:03 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @ksacknyt: I spent a few weeks investigating the business record of the GOP frontrunner for governor in Georgia, Lt. Gov. Casey Cagle. I…",5
5,0.0,Thu Jun 14 22:32:01 +0000 2018,1.0,0.0,0.0,@nytimes,"U.S. Open 2018 live: leaderboard and first round updates
https://t.co/wnjdfwhyFx",6
6,0.0,Thu Jun 14 22:17:04 +0000 2018,1.0,0.0,0.0,@nytimes,She received an anonymous letter asking her to use a dryer or hang her laundry indoors. It backfired spectacularly. https://t.co/juc3x9V6nY,7
7,-0.4767,Thu Jun 14 22:02:03 +0000 2018,0.886,0.114,0.0,@nytimes,RT @NYTimesAtWar: Helmets that were the wrong size and vehicles that partner nations do not have the parts to maintain are just some of the…,8
8,0.6597,Thu Jun 14 21:47:04 +0000 2018,0.779,0.0,0.221,@nytimes,This week's primaries showed just how much the Republican Party has become the party of Trump and that its politici… https://t.co/YmL7PBRx3o,9
9,0.6908,Thu Jun 14 21:32:01 +0000 2018,0.769,0.0,0.231,@nytimes,A big question hangs over HBO. How will the creative talent behind “The Sopranos” and “Game of Thrones” get along w… https://t.co/YzfCdgVHtx,10
10,0.0,Thu Jun 14 21:17:02 +0000 2018,1.0,0.0,0.0,@nytimes,RT @lauriegnyt: Focus on the family? Conservative religious leaders who have long preached about the sanctity of the family are speaking ou…,11
11,0.0,Thu Jun 14 21:00:16 +0000 2018,1.0,0.0,0.0,@nytimes,Dads are now at the center of the style universe https://t.co/XHkvTEQsNp,12
12,0.0,Thu Jun 14 20:45:03 +0000 2018,1.0,0.0,0.0,@nytimes,"Wrap, seal and cook https://t.co/FfeBMKh0W3 https://t.co/dP18JuPnFq",13
13,0.5859,Thu Jun 14 20:31:03 +0000 2018,0.78,0.0,0.22,@nytimes,Vladimir Putin saw the World Cup as a chance to showcase his country. Not everyone likes what they see. https://t.co/kbcNCtI4Fy,14
14,0.3076,Thu Jun 14 20:20:08 +0000 2018,0.682,0.132,0.186,@nytimes,"Happy Flag Day! But are you flying it wrong? Can a flag touch the ground? Your questions, answered. https://t.co/cSymHh2wgb",15
15,0.3612,Thu Jun 14 20:05:04 +0000 2018,0.865,0.0,0.135,@nytimes,"Recipes in 19th-century cookbooks relied on measurements like a ""handful"" of rice or a ""goodly amount"" of molasses… https://t.co/cQoObwmpIz",16
16,0.0,Thu Jun 14 19:55:07 +0000 2018,1.0,0.0,0.0,@nytimes,RT @nytimesbusiness: We reported last year that states were suspending the licenses of people who had defaulted on their student loans – ma…,17
17,0.0,Thu Jun 14 19:45:09 +0000 2018,1.0,0.0,0.0,@nytimes,The notes Albert Einstein wrote while traveling through Asia and the Middle East reveal xenophobic views of the peo… https://t.co/IeqkyX7Sws,18
18,-0.296,Thu Jun 14 19:30:10 +0000 2018,0.854,0.098,0.049,@nytimes,"RT @MichaelPaulson: “I was afraid she’d use her magic and accidentally freeze my heart.” The story of a 3-year-old boy, his dad, and Elsa.…",19
19,0.4215,Thu Jun 14 19:20:06 +0000 2018,0.859,0.0,0.141,@nytimes,Leaders of many faiths have spoken out consistently against Trump's immigration policies. What has changed is that… https://t.co/VQKGdvVrss,20
20,0.4404,Thu Jun 14 19:05:04 +0000 2018,0.854,0.0,0.146,@nytimes,"36 Hours in Seville: Take a tapas tour, learn the basics of flamenco, or relax in thermal baths https://t.co/UGkNJ4D6jG",21
21,-0.3089,Thu Jun 14 18:55:03 +0000 2018,0.861,0.139,0.0,@nytimes,"RT @ginakolata: Mediterranean diet study is retracted and re-analyzed. But not everyone is convinced.
https://t.co/FZPXm8rt9W",22
22,0.6369,Thu Jun 14 18:45:07 +0000 2018,0.776,0.0,0.224,@nytimes,"Ivana Trump returns to the spotlight … to promote a diet that promises followers they can “eat pasta, cookies and l… https://t.co/0rJvD4xgED",23
23,0.6369,Thu Jun 14 18:35:06 +0000 2018,0.766,0.0,0.234,@nytimes,"RT @nytimesworld: Mexico and the U.S. are deeply intertwined through migration, culture, language, history, natural resources and — yes — s…",24
24,0.0,Thu Jun 14 18:25:06 +0000 2018,1.0,0.0,0.0,@nytimes,"""How do I repair my relationship to food in the shadow of a mom who will never change the way she understands weigh… https://t.co/0beqM3gC2c",25
25,0.5566,Thu Jun 14 18:23:45 +0000 2018,0.759,0.066,0.175,@nytimes,"In Opinion, James Comey writes: 

""I do not agree with all of the inspector general’s conclusions, but I respect th… https://t.co/lAyxYOz08G",26
26,0.0,Thu Jun 14 18:15:04 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @nytimesarts: ""I never thought I would talk about it.’ So Florence Welch put it in a song. https://t.co/0wXsCswTXJ",27
27,0.5106,Thu Jun 14 18:05:06 +0000 2018,0.807,0.0,0.193,@nytimes,Why has President Trump’s charity faced years of legal scrutiny? And what does the New York attorney general’s laws… https://t.co/zKaJuRQmQM,28
28,-0.3818,Thu Jun 14 17:55:06 +0000 2018,0.841,0.159,0.0,@nytimes,RT @nytimesbusiness: “It makes no sense to revoke a professional license from someone who is trying to pay their student loans” https://t.c…,29
29,0.0,Thu Jun 14 17:45:04 +0000 2018,1.0,0.0,0.0,@nytimes,"Fed chiefs normally use the royal “we,” or at least put the committee first when summing up their positions. Jerome… https://t.co/F8havEPSIe",30
30,-0.7906,Thu Jun 14 17:35:02 +0000 2018,0.75,0.25,0.0,@nytimes,RT @nytimesbusiness: A $65 billion bidding war has broken out over Rupert Murdoch's TV businesses. This is what the fuss is all about. http…,31
31,0.1027,Thu Jun 14 17:25:05 +0000 2018,0.645,0.149,0.206,@nytimes,"When one person’s beliefs sound like hate speech to another, how do you ensure a more civil political debate? https://t.co/pzKEzAGw6A",32
32,0.0,Thu Jun 14 17:16:14 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @NYTMetro: New York's attorney general calls the Trump Foundation ""little more than a checkbook for payments from Mr. Trump or his busin…",33
33,0.0,Thu Jun 14 17:09:19 +0000 2018,1.0,0.0,0.0,@nytimes,"The World Cup opened with a speech by Vladimir Putin and a 5-0 victory by Russia, the host, over Saudi Arabia https://t.co/uCoIguA9Ge",34
34,0.0,Thu Jun 14 17:05:02 +0000 2018,1.0,0.0,0.0,@nytimes,The converted Walmart has become the largest licensed migrant children’s shelter in the U.S. — a warehouse for near… https://t.co/6TM8rTqYJH,35
35,0.6808,Thu Jun 14 16:52:34 +0000 2018,0.777,0.0,0.223,@nytimes,"Breaking News: James Comey was insubordinate in the Clinton email investigation, but a Justice Department report fo… https://t.co/s0wmLQbkL0",36
36,0.3182,Thu Jun 14 16:45:05 +0000 2018,0.892,0.0,0.108,@nytimes,"To many immigration judges, Jeff Sessions's hard-line agenda is standing in the way of their ability to deliver jus… https://t.co/XLpclEk0xR",37
37,0.0,Thu Jun 14 16:35:05 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @nytimesbusiness: Federal Reserve chiefs are known for saying little, and making what they did say as opaque as possible. Jerome Powell…",38
38,0.0,Thu Jun 14 16:20:10 +0000 2018,1.0,0.0,0.0,@nytimes,"Women can wear pants at the Oscars, while graduating from the Naval Academy, and at just about any workplace in Ame… https://t.co/ou1QUzVhw9",39
39,-0.296,Thu Jun 14 16:05:07 +0000 2018,0.909,0.091,0.0,@nytimes,"This weekend, take a culture crawl in Lower Manhattan or head to Queens to get down on it with Kool &amp; the Gang… https://t.co/cCLnKulEsO",40
40,-0.4404,Thu Jun 14 15:55:03 +0000 2018,0.879,0.121,0.0,@nytimes,"RT @nytvideo: There are roughly 2,000 American troops in Syria. Recently, a statement went out for direct attacks against them. Who sent it…",41
41,0.0,Thu Jun 14 15:45:03 +0000 2018,1.0,0.0,0.0,@nytimes,"Antarctica is now melting so fast, scientists say, that it will contribute six inches to sea-level rise by 2100 https://t.co/Vk5jZA6gaO",42
42,0.0,Thu Jun 14 15:44:51 +0000 2018,1.0,0.0,0.0,@nytimes,Follow the @NYTSports journalists covering the World Cup: https://t.co/2i5aV2Mbt5,43
43,0.0,Thu Jun 14 15:42:50 +0000 2018,1.0,0.0,0.0,@nytimes,Get all the latest #WorldCup updates from journalists on the ground.,44
44,-0.5859,Thu Jun 14 15:30:10 +0000 2018,0.78,0.22,0.0,@nytimes,Benjamin Carter Hett presents Hitler's rise as an element of the collapse of a republic confronting dilemmas of glo… https://t.co/fYmnEqjzK6,45
45,-0.2263,Thu Jun 14 15:15:08 +0000 2018,0.888,0.112,0.0,@nytimes,A government earthquake study included a list of potentially vulnerable high-rise buildings in San Francisco. It in… https://t.co/7Rm1JBS0EW,46
46,0.296,Thu Jun 14 15:07:04 +0000 2018,0.752,0.097,0.15,@nytimes,RT @amyfiscus: The nation's immigration judges are increasingly worried that Jeff Sessions is keeping them from delivering justice https://…,47
47,-0.4215,Thu Jun 14 14:55:40 +0000 2018,0.833,0.167,0.0,@nytimes,"Breaking News: New York is suing the Trump foundation, accusing it of vast lawbreaking. It wants to bar the preside… https://t.co/Wemz9W8y23",48
48,0.6808,Thu Jun 14 14:53:44 +0000 2018,0.772,0.0,0.228,@nytimes,"Here's your guide to all 32 teams playing in the 2018 World Cup, from first-timer Panama to 4-time winner Germany https://t.co/bVWXVC0rXR",49
49,0.0,Thu Jun 14 14:52:53 +0000 2018,1.0,0.0,0.0,@nytimes,It’s Russia vs. Saudi Arabia in the first game of the 2018 World Cup. Follow our live coverage for updates and anal… https://t.co/nk2U5wuOk2,50
50,0.0,Thu Jun 14 14:30:06 +0000 2018,1.0,0.0,0.0,@nytimes,"In 2015, police officers in Austria found the decomposing bodies of 71 migrants who had been locked in a truck. On… https://t.co/aczKGQMUn6",51
51,0.6908,Thu Jun 14 14:19:03 +0000 2018,0.737,0.0,0.263,@nytimes,"Mike Pompeo insisted that United Nations sanctions would remain in place until North Korea had accomplished ""comple… https://t.co/IsJQQQHot2",52
52,0.4927,Thu Jun 14 14:11:06 +0000 2018,0.862,0.0,0.138,@nytimes,"""It is the most beneficial international situation for Russia right now since 2013, on the eve of the Olympics,"" sa… https://t.co/n7BkDXxERg",53
53,-0.5411,Thu Jun 14 14:00:09 +0000 2018,0.857,0.143,0.0,@nytimes,"RT @monicadavey1: 12 minutes to O'hare?! Chicago's Mayor Rahm Emanuel says Elon Musk will change the endless, miserable ride to the airport…",54
54,0.5574,Thu Jun 14 13:46:05 +0000 2018,0.847,0.0,0.153,@nytimes,"In school districts that are mostly rich, white and suburban, boys are much more likely to outperform girls in math… https://t.co/rQZHE7LEOO",55
55,-0.5106,Thu Jun 14 13:32:01 +0000 2018,0.845,0.155,0.0,@nytimes,Michael Cohen will soon be parting from the lawyers who are representing him in a potentially damaging and wide-ran… https://t.co/Ghj2Hm0HcN,56
56,-0.8689,Thu Jun 14 13:16:02 +0000 2018,0.62,0.38,0.0,@nytimes,A 19-year-old man has been indicted on charges that he threatened to murder Bernie Sanders and Kamala Harris — and… https://t.co/1EstaDVc72,57
57,0.0,Thu Jun 14 13:00:10 +0000 2018,1.0,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/d1IaaDlhiJ https://t.co/25k6a60333,58
58,0.4939,Thu Jun 14 12:46:05 +0000 2018,0.849,0.0,0.151,@nytimes,President Trump portrayed his agreement with Kim Jong-un as a signal achievement that meant that North Korea was no… https://t.co/TfZBFUuA4k,59
59,0.4215,Thu Jun 14 12:32:01 +0000 2018,0.859,0.0,0.141,@nytimes,"A lawyer said a gatekeeper for Marvel Comics legend Stan Lee is ""a memorabilia collector who inserted himself into… https://t.co/txtTHS4ltO",60
60,-0.7849,Thu Jun 14 12:15:06 +0000 2018,0.711,0.289,0.0,@nytimes,"""It's never a good look when Pakistan, where people are killed for blasphemy, is speaking approvingly of your laws,… https://t.co/8wFqvVTIZQ",61
61,-0.0516,Thu Jun 14 12:00:08 +0000 2018,0.691,0.159,0.15,@nytimes,"Your daily @DealBook Briefing:

• Comcast and Disney are at war. Murdoch wins either way.

• WeWork wants more mone… https://t.co/OGbBmFd2rB",62
62,0.0258,Thu Jun 14 11:45:10 +0000 2018,0.773,0.111,0.116,@nytimes,"Stephen Colbert welcomed an odd couple on Wednesday: Michael Avenatti, the lawyer for Stephanie Clifford, and Antho… https://t.co/I3Avw7iUej",63
63,-0.5574,Thu Jun 14 11:29:02 +0000 2018,0.841,0.159,0.0,@nytimes,"""We learned of how whole families died huddled together in corridors, a mother found with her 6-month-old baby in t… https://t.co/YODYIoctZF",64
64,0.0,Thu Jun 14 11:21:04 +0000 2018,1.0,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/Dlbt6tUhqH https://t.co/xH8Bky2PMX,65
65,0.0,Thu Jun 14 11:00:14 +0000 2018,1.0,0.0,0.0,@nytimes,Stephen Bannon is betting that Bitcoin and other cryptocurrencies can disrupt banking the way President Trump disru… https://t.co/6EIr2wkySC,66
66,0.3445,Thu Jun 14 10:45:09 +0000 2018,0.709,0.138,0.154,@nytimes,"""We were all kind of worried he might be too tired to do so but thankfully the little guy kept going""… https://t.co/IlSsWHL0pq",67
67,0.0,Thu Jun 14 10:31:03 +0000 2018,1.0,0.0,0.0,@nytimes,"""We have been basing our policy on the basis that the U.S. is a credible partner,"" said a former Japanese ambassado… https://t.co/jBNcGCey0p",68
68,0.3612,Thu Jun 14 10:16:01 +0000 2018,0.898,0.0,0.102,@nytimes,"RT @nytimesworld: “Street and after street, it was like some sort of military operation.” Laundry was draped outside homes and shops, and e…",69
69,-0.4588,Thu Jun 14 10:01:26 +0000 2018,0.889,0.111,0.0,@nytimes,RT @emmagf: The Taxi of Tomorrow was supposed to become the standard cab in New York City. Now the city has abandoned that idea: https://t.…,70
70,0.0,Thu Jun 14 09:44:02 +0000 2018,1.0,0.0,0.0,@nytimes,"""This may not be a World Cup that changes how the world sees Russia. But it could be a World Cup that changes how R… https://t.co/1uQLbY5pMy",71
71,-0.2263,Thu Jun 14 09:30:10 +0000 2018,0.924,0.076,0.0,@nytimes,"RT @cmontefiore: Macquarie Street in #Hobart - in a few hours traffic will be stopped, the road dug up, and artist Mike Parr will be buried…",72
72,-0.3182,Thu Jun 14 09:15:10 +0000 2018,0.827,0.173,0.0,@nytimes,ICE came for a Tennessee town’s immigrants. The town fought back. https://t.co/ExoLeVwxW8 https://t.co/Pkf30KAKxR,73
73,0.3818,Thu Jun 14 09:00:06 +0000 2018,0.852,0.0,0.148,@nytimes,"A UN resolution deplored ""excessive use of force"" by Israel and requested recommendations to protect Palestinians.… https://t.co/khYcNqL8jh",74
74,0.0,Thu Jun 14 08:45:10 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @nytimesworld: “I have flashbacks every single day, of the smoke, of people running out, of the tower in flames”: Survivors describe lif…",75
75,0.6777,Thu Jun 14 08:30:07 +0000 2018,0.744,0.058,0.198,@nytimes,"""You will see not only a cool view of the pitch, but also a wonderful view of the city,"" an architect said https://t.co/G7R5MPlMCB",76
76,0.6369,Thu Jun 14 08:16:06 +0000 2018,0.729,0.0,0.271,@nytimes,Switching jobs? Getting away for a while could help you get ready for the next one. https://t.co/YUMBdZvCX8,77
77,0.0,Thu Jun 14 07:55:03 +0000 2018,1.0,0.0,0.0,@nytimes,"For nearly 60 years, it's been his job to wake neighbors for morning prayers and a pre-dawn meal during Ramadan. No… https://t.co/R5NBbp5I7q",78
78,0.0,Thu Jun 14 07:32:04 +0000 2018,1.0,0.0,0.0,@nytimes,She received an anonymous letter asking her to use a dryer or hang her laundry indoors. It backfired spectacularly. https://t.co/gLsscg7Hhm,79
79,0.3412,Thu Jun 14 07:17:03 +0000 2018,0.901,0.0,0.099,@nytimes,"RT @nytimesworld: Why won't Trump talk to Iranians the way he talked with Kim? Because we don't have nuclear weapons, one Iranian nationali…",80
80,0.0,Thu Jun 14 07:02:04 +0000 2018,1.0,0.0,0.0,@nytimes,Scientists are studying the sounds of this remote population of narwhals in east Greenland to understand how meltin… https://t.co/WU31N4iuke,81
81,-0.7906,Thu Jun 14 06:41:47 +0000 2018,0.533,0.467,0.0,@nytimes,"A Year on, Pain and Anger Still Linger Over Grenfell https://t.co/bCkPyvaH4N",82
82,0.0,Thu Jun 14 06:32:25 +0000 2018,1.0,0.0,0.0,@nytimes,Next in Irish Voters’ Cross Hairs? A Law Banning Blasphemy https://t.co/nye4bnRnlO,83
83,-0.5719,Thu Jun 14 06:23:27 +0000 2018,0.711,0.209,0.081,@nytimes,"Human cells resist gene editing by turning on defenses against cancer, ceasing reproduction and sometimes dying https://t.co/dFYgjzp3mh",84
84,-0.0356,Thu Jun 14 06:06:47 +0000 2018,0.824,0.091,0.085,@nytimes,"One of the oldest and mightiest trees in Africa collapsed in 2016. It wasn't an isolated event: Across Africa, the… https://t.co/WLbWlXYsvd",85
85,-0.5106,Thu Jun 14 05:49:55 +0000 2018,0.82,0.18,0.0,@nytimes,Banksy submitted an artwork anonymously to one of Britain's leading art shows – and was rejected https://t.co/TogmyfE2NH,86
86,0.2023,Thu Jun 14 05:33:00 +0000 2018,0.913,0.0,0.087,@nytimes,"RT @nytimesworld: Mike Pompeo said he expected “major disarmament” in North Korea within two and a half years, representing significant hea…",87
87,-0.6908,Thu Jun 14 05:11:03 +0000 2018,0.569,0.317,0.114,@nytimes,The disgraced organizer of the Fyre Festival is accused of running a ticket-selling scam while he was out on bail https://t.co/uysgLSoOEh,88
88,0.0,Thu Jun 14 04:41:05 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @nytimesbusiness: Goldman Sachs will jump into the social impact investing world, using a billionaire investor’s metrics, to build a new…",89
89,0.0,Thu Jun 14 04:21:03 +0000 2018,1.0,0.0,0.0,@nytimes,"Misty Copeland, the trailblazing principal dancer with the American Ballet Theater, reviews 2 new books on the subj… https://t.co/XFoeIsg5IQ",90
90,0.0,Thu Jun 14 04:10:20 +0000 2018,1.0,0.0,0.0,@nytimes,"Chicago Says Elon Musk’s Company Will Build Tunnels, Electric Cars, to Go to O’Hare https://t.co/7kXLfosjlG",91
91,0.296,Thu Jun 14 04:02:04 +0000 2018,0.699,0.118,0.183,@nytimes,Bitcoin skyrocketed last year. A new paper attributes much of the gain to price manipulation. https://t.co/OL36lb7cEO,92
92,0.8074,Thu Jun 14 03:47:07 +0000 2018,0.722,0.0,0.278,@nytimes,"Anthony Bourdain ""thought of himself as a guest, and was fascinated and genuinely in love with the idea of food as… https://t.co/CKQbJNzAmI",93
93,0.5267,Thu Jun 14 03:32:01 +0000 2018,0.704,0.085,0.211,@nytimes,"In much of the U.S., the stereotype that boys do better than girls at math isn’t true. But there’s a notable except… https://t.co/aHLfhl4Hrr",94
94,-0.296,Thu Jun 14 03:17:02 +0000 2018,0.885,0.115,0.0,@nytimes,Isotopic fingerprints in Aztec turquoise suggests there was no extensive trade in the stone between Mesoamerica and… https://t.co/eKdHdFeRiC,95
95,-0.6249,Thu Jun 14 03:02:02 +0000 2018,0.823,0.177,0.0,@nytimes,NYC Mayor Bill de Blasio started the city's worst landlords list when he was public advocate. A federal report reve… https://t.co/cMo0lCDhKf,96
96,0.0258,Thu Jun 14 02:47:02 +0000 2018,0.945,0.0,0.055,@nytimes,Does the Mediterranean diet prevent heart disease? A big study found it did. Now the investigators concede it was f… https://t.co/hnt6AY6auI,97
97,-0.0516,Thu Jun 14 02:32:01 +0000 2018,0.798,0.106,0.096,@nytimes,A raccoon climbed to the top of a 25-story office tower in St. Paul. An anxious world watched. https://t.co/1fSzmRt0Tk,98
98,0.4215,Thu Jun 14 02:17:04 +0000 2018,0.859,0.0,0.141,@nytimes,"A Martian dust storm that has blanketed a quarter of the planet thrust NASA's Opportunity rover into a “dark, perpe… https://t.co/khS2J9lYQx",99
99,-0.3818,Thu Jun 14 02:02:03 +0000 2018,0.885,0.115,0.0,@nytimes,Antarctica is melting faster than before. The rate at which the continent is losing ice has more than doubled since… https://t.co/HOUf1KhM8Z,100
